"Crop","Crop_Year","Season","State","Area","Annual_Rainfall","Fertilizer","Pesticide","Yield"
"Potato",2007,"Rabi","Karnataka",2957,1323.3,394463.8,473.12,12.32909091
"Potato",2007,"Summer","Karnataka",2156,1323.3,287610.4,344.96,15.924
"Rice",2007,"Kharif","Karnataka",1051466,1323.3,140265564.4,168234.56,2.567586207
"Rice",2007,"Rabi","Karnataka",40325,1323.3,5379355,6452,2.255333333
"Rice",2007,"Summer","Karnataka",324525,1323.3,43291635,51924,2.846923077
"Wheat",2007,"Rabi","Karnataka",275583,1323.3,36762772.2,44093.28,1.018
"Ginger",2007,"Whole Year","Kerala",8865,3489.6,1182591,1418.4,3.017142857
"Rice",2007,"Autumn","Kerala",77533,3489.6,10342902.2,12405.28,2.07
"Rice",2007,"Summer","Kerala",45447,3489.6,6062629.8,7271.52,2.335714286
"Rice",2007,"Winter","Kerala",105958,3489.6,14134797.2,16953.28,2.252857143
"Ginger",2007,"Whole Year","Tamil Nadu",625,1067.2,83375,100,18.97857143
"Potato",2007,"Whole Year","Tamil Nadu",4066,1067.2,542404.4,650.56,17.018
"Rice",2007,"Kharif","Tamil Nadu",1789170,1067.2,238675278,286267.2,3.213793103
"Ginger",2007,"Kharif","West Bengal",10867,2007.5,1449657.8,1738.72,1.799444444
"Potato",2007,"Whole Year","West Bengal",400786,2007.5,53464852.4,64125.76,22.28666667
"Rice",2007,"Autumn","West Bengal",281618,2007.5,37567841.2,45058.88,1.956111111
"Rice",2007,"Summer","West Bengal",1511593,2007.5,201646506.2,241854.88,3.048888889
"Rice",2007,"Winter","West Bengal",3926544,2007.5,523800969.6,628247.04,2.261666667
"Wheat",2007,"Rabi","West Bengal",352579,2007.5,47034038.6,56412.64,2.452222222
"Rice",2008,"Kharif","Puducherry",4493,1434.5875,642678.72,404.37,3
"Rice",2008,"Rabi","Puducherry",11306,1434.5875,1617210.24,1017.54,2.82
"Rice",2008,"Summer","Puducherry",4981,1434.5875,712482.24,448.29,2.125
"Ginger",2008,"Whole Year","Andhra Pradesh",2194,944.6,313829.76,197.46,4.525555556
"Potato",2008,"Whole Year","Andhra Pradesh",5227,944.6,747670.08,470.43,9.332
"Rice",2008,"Kharif","Andhra Pradesh",2803076,944.6,400951991,252276.84,2.913636364
"Rice",2008,"Rabi","Andhra Pradesh",1584140,944.6,226595385.6,142572.6,3.236818182
"Wheat",2008,"Rabi","Andhra Pradesh",13687,944.6,1957788.48,1231.83,1.026666667
"Ginger",2008,"Whole Year","Assam",15210,2109.9,2175638.4,1368.9,6.942592593
"Potato",2008,"Whole Year","Assam",78317,2109.9,11202463.68,7048.53,6.5
"Rice",2008,"Autumn","Assam",350649,2109.9,50156832.96,31558.41,1.117777778
"Rice",2008,"Summer","Assam",360266,2109.9,51532448.64,32423.94,1.951153846
"Rice",2008,"Winter","Assam",1773211,2109.9,253640101.4,159588.99,1.607407407
"Wheat",2008,"Rabi","Assam",50053,2109.9,7159581.12,4504.77,1.045769231
"Ginger",2008,"Whole Year","Karnataka",25475,1164.1,3643944,2292.75,31.86789474
"Potato",2008,"Kharif","Karnataka",67728,1164.1,9687813.12,6095.52,2.449411765
"Potato",2008,"Rabi","Karnataka",6060,1164.1,866822.4,545.4,15.515
"Potato",2008,"Summer","Karnataka",1907,1164.1,272777.28,171.63,15.96333333
"Rice",2008,"Kharif","Karnataka",1129883,1164.1,161618464.3,101689.47,2.513448276
"Rice",2008,"Rabi","Karnataka",40982,1164.1,5862065.28,3688.38,2.514166667
"Rice",2008,"Summer","Karnataka",343122,1164.1,49080170.88,30880.98,2.786923077
"Wheat",2008,"Rabi","Karnataka",268600,1164.1,38420544,24174,1.012857143
"Ginger",2008,"Whole Year","Kerala",7421,2524.8,1061499.84,667.89,3.17
"Rice",2008,"Autumn","Kerala",79381,2524.8,11354658.24,7144.29,2.295384615
"Rice",2008,"Summer","Kerala",49762,2524.8,7117956.48,4478.58,2.446428571
"Rice",2008,"Winter","Kerala",105122,2524.8,15036650.88,9460.98,2.260714286
"Ginger",2008,"Kharif","Meghalaya",9283,3114.3,1327840.32,835.47,6.414285714
"Potato",2008,"Whole Year","Meghalaya",17690,3114.3,2530377.6,1592.1,7.417142857
"Rice",2008,"Autumn","Meghalaya",32570,3114.3,4658812.8,2931.3,1.53
"Rice",2008,"Summer","Meghalaya",12752,3114.3,1824046.08,1147.68,2.154285714
"Rice",2008,"Winter","Meghalaya",62723,3114.3,8971897.92,5645.07,1.802857143
"Wheat",2008,"Rabi","Meghalaya",416,3114.3,59504.64,37.44,1.245
"Ginger",2008,"Whole Year","Tamil Nadu",817,1201.9,116863.68,73.53,20
"Potato",2008,"Whole Year","Tamil Nadu",4367,1201.9,624655.68,393.03,19.39
"Rice",2008,"Kharif","Tamil Nadu",1931603,1201.9,276296493.1,173844.27,3.562580645
"Ginger",2008,"Kharif","West Bengal",11131,1560.1,1592178.24,1001.79,1.812222222
"Potato",2008,"Whole Year","West Bengal",385981,1560.1,55210722.24,34738.29,13.99944444
"Rice",2008,"Autumn","West Bengal",292444,1560.1,41831189.76,26319.96,2.04
"Rice",2008,"Summer","West Bengal",1556662,1560.1,222664932.5,140099.58,2.646666667
"Rice",2008,"Winter","West Bengal",4086590,1560.1,584545833.6,367793.1,2.393888889
"Wheat",2008,"Rabi","West Bengal",306985,1560.1,43911134.4,27628.65,2.172777778
"Rice",2009,"Kharif","Puducherry",4650,1434.5875,724563,790.5,2.893333333
"Rice",2009,"Rabi","Puducherry",11178,1434.5875,1741755.96,1900.26,2.903333333
"Rice",2009,"Summer","Puducherry",5098,1434.5875,794370.36,866.66,1.965
"Ginger",2009,"Whole Year","Andhra Pradesh",2317,711,361034.94,393.89,5.49625
"Potato",2009,"Whole Year","Andhra Pradesh",5040,711,785332.8,856.8,10.294
"Rice",2009,"Kharif","Andhra Pradesh",2062870,711,321436403.4,350687.9,2.790909091
"Rice",2009,"Rabi","Andhra Pradesh",1377866,711,214699080.1,234237.22,3.098636364
"Wheat",2009,"Rabi","Andhra Pradesh",9872,711,1538255.04,1678.24,0.95
"Ginger",2009,"Whole Year","Assam",15690,1727.1,2444815.8,2667.3,6.941481481
"Potato",2009,"Whole Year","Assam",82629,1727.1,12875250.78,14046.93,7.163703704
"Rice",2009,"Autumn","Assam",340830,1727.1,53108130.6,57941.1,1.070740741
"Rice",2009,"Summer","Assam",394442,1727.1,61461952.44,67055.14,1.903703704
"Rice",2009,"Winter","Assam",1762324,1727.1,274605325.7,299595.08,1.780740741
"Wheat",2009,"Rabi","Assam",60067,1727.1,9359639.94,10211.39,1.097037037
"Ginger",2009,"Whole Year","Karnataka",44837,1321,6986501.34,7622.29,31.71
"Potato",2009,"Kharif","Karnataka",28305,1321,4410485.1,4811.85,6.492666667
"Potato",2009,"Rabi","Karnataka",5890,1321,917779.8,1001.3,15.23416667
"Potato",2009,"Summer","Karnataka",2913,1321,453903.66,495.21,15.96166667
"Rice",2009,"Kharif","Karnataka",1102221,1321,171748076.2,187377.57,2.397931034
"Rice",2009,"Rabi","Karnataka",37747,1321,5881737.54,6416.99,2.416666667
"Rice",2009,"Summer","Karnataka",346510,1321,53993188.2,58906.7,2.806923077
"Wheat",2009,"Rabi","Karnataka",283427,1321,44163595.14,48182.59,0.919285714
"Ginger",2009,"Whole Year","Kerala",5408,2821.5,842674.56,919.36,3.402142857
"Rice",2009,"Autumn","Kerala",77249,2821.5,12036939.18,13132.33,2.303076923
"Rice",2009,"Summer","Kerala",49279,2821.5,7678653.78,8377.43,2.385
"Rice",2009,"Winter","Kerala",107485,2821.5,16748312.7,18272.45,2.286428571
"Ginger",2009,"Kharif","Meghalaya",9321,2995.9,1452398.22,1584.57,6.834285714
"Potato",2009,"Whole Year","Meghalaya",17712,2995.9,2759883.84,3011.04,7.318571429
"Rice",2009,"Autumn","Meghalaya",32560,2995.9,5073499.2,5535.2,1.542857143
"Rice",2009,"Summer","Meghalaya",12777,2995.9,1990912.14,2172.09,2.171428571
"Rice",2009,"Winter","Meghalaya",62825,2995.9,9789391.5,10680.25,1.802857143
"Wheat",2009,"Rabi","Meghalaya",405,2995.9,63107.1,68.85,1.25
"Ginger",2009,"Whole Year","Tamil Nadu",864,928.5,134628.48,146.88,16.036
"Potato",2009,"Whole Year","Tamil Nadu",4611,928.5,718486.02,783.87,19.2475
"Rice",2009,"Kharif","Tamil Nadu",1845553,928.5,287574068.5,313744.01,3.539677419
"Rice",2010,"Kharif","Puducherry",4384,1434.5875,728226.24,1052.16,2.673333333
"Rice",2010,"Rabi","Puducherry",10920,1434.5875,1813921.2,2620.8,3.446666667
"Rice",2010,"Summer","Puducherry",4710,1434.5875,782378.1,1130.4,2.7
"Ginger",2010,"Whole Year","Assam",16386,2578.5,2721878.46,3932.64,6.940740741
"Potato",2010,"Whole Year","Assam",85023,2578.5,14123170.53,20405.52,7.705185185
"Rice",2010,"Autumn","Assam",307988,2578.5,51159886.68,73917.12,1.272592593
"Rice",2010,"Summer","Assam",398785,2578.5,66242176.35,95708.4,2.342222222
"Rice",2010,"Winter","Assam",1830682,2578.5,304094587,439363.68,1.958888889
"Wheat",2010,"Rabi","Assam",44772,2578.5,7437076.92,10745.28,1.196666667
"Ginger",2010,"Whole Year","Andhra Pradesh",2472,1297,410623.92,593.28,8.911111111
"Potato",2010,"Whole Year","Andhra Pradesh",5953,1297,988852.83,1428.72,10.99875
"Rice",2010,"Kharif","Andhra Pradesh",2921793,1297,485339035.2,701230.32,2.666818182
"Rice",2010,"Rabi","Andhra Pradesh",1829516,1297,303900902.8,439083.84,3.325909091
"Wheat",2010,"Rabi","Andhra Pradesh",10085,1297,1675219.35,2420.4,1.311818182
"Ginger",2010,"Whole Year","Karnataka",46469,1317.7,7718965.59,11152.56,3.717894737
"Potato",2010,"Kharif","Karnataka",32843,1317.7,5455550.73,7882.32,8.056875
"Potato",2010,"Rabi","Karnataka",5944,1317.7,987357.84,1426.56,12.75454545
"Potato",2010,"Summer","Karnataka",1437,1317.7,238700.07,344.88,15.26142857
"Rice",2010,"Kharif","Karnataka",1129304,1317.7,187588687.4,271032.96,2.654
"Rice",2010,"Rabi","Karnataka",49700,1317.7,8255667,11928,2.668333333
"Rice",2010,"Summer","Karnataka",360062,1317.7,59809898.82,86414.88,2.935714286
"Wheat",2010,"Rabi","Karnataka",254755,1317.7,42317353.05,61141.2,1.166470588
"Ginger",2010,"Whole Year","Kerala",6087.93,3131.8,1011266.052,1461.1032,3.533571429
"Rice",2010,"Autumn","Kerala",70498.28,3131.8,11710469.29,16919.5872,2.236923077
"Rice",2010,"Summer","Kerala",51132.63,3131.8,8493641.169,12271.8312,2.48
"Rice",2010,"Winter","Kerala",91555.59,3131.8,15208299.05,21973.3416,2.202142857
"Ginger",2010,"Kharif","Meghalaya",9438,3119.7,1567746.18,2265.12,7.162857143
"Potato",2010,"Whole Year","Meghalaya",17685,3119.7,2937655.35,4244.4,7.374285714
"Rice",2010,"Autumn","Meghalaya",32596,3119.7,5414521.56,7823.04,1.53
"Rice",2010,"Rabi","Meghalaya",12797,3119.7,2125709.67,3071.28,2.077142857
"Rice",2010,"Winter","Meghalaya",62892,3119.7,10446990.12,15094.08,1.828571429
"Wheat",2010,"Rabi","Meghalaya",393,3119.7,65281.23,94.32,1.2475
"Rice",2011,"Kharif","Puducherry",4237,1434.5875,709782.24,1398.21,3.046666667
"Rice",2011,"Rabi","Puducherry",10324,1434.5875,1729476.48,3406.92,2.856666667
"Rice",2011,"Summer","Puducherry",2015,1434.5875,337552.8,664.95,2.49
"Ginger",2011,"Whole Year","Assam",16338,1743.4,2736941.76,5391.54,7.513333333
"Potato",2011,"Whole Year","Assam",97816,1743.4,16386136.32,32279.28,7.035925926
"Rice",2011,"Autumn","Assam",276486,1743.4,46316934.72,91240.38,1.268518519
"Rice",2011,"Summer","Assam",393619,1743.4,65939054.88,129894.27,2.489615385
"Rice",2011,"Winter","Assam",1875601,1743.4,314200679.5,618948.33,1.797037037
"Wheat",2011,"Rabi","Assam",40194,1743.4,6733298.88,13264.02,1.169615385
"Ginger",2011,"Whole Year","Andhra Pradesh",2369,861.9,396854.88,781.77,8.742222222
"Potato",2011,"Whole Year","Andhra Pradesh",6057,861.9,1014668.64,1998.81,10.52428571
"Rice",2011,"Kharif","Andhra Pradesh",2873949,861.9,481443936.5,948403.17,2.909090909
"Rice",2011,"Rabi","Andhra Pradesh",1221899,861.9,204692520.5,403226.67,3.031818182
"Wheat",2011,"Rabi","Andhra Pradesh",8255,861.9,1382877.6,2724.15,1.306666667
"Ginger",2011,"Whole Year","Karnataka",29388,1178.986364,4923077.76,9698.04,3.161666667
"Potato",2011,"Kharif","Karnataka",30868,1178.986364,5171007.36,10186.44,8.90875
"Potato",2011,"Rabi","Karnataka",6763,1178.986364,1132937.76,2231.79,12.50666667
"Potato",2011,"Summer","Karnataka",737,1178.986364,123462.24,243.21,14.4325
"Rice",2011,"Kharif","Karnataka",1117720,1178.986364,187240454.4,368847.6,2.702666667
"Rice",2011,"Rabi","Karnataka",43192,1178.986364,7235523.84,14253.36,2.378181818
"Rice",2011,"Summer","Karnataka",255223,1178.986364,42754956.96,84223.59,2.931428571
"Wheat",2011,"Rabi","Karnataka",225472,1178.986364,37771069.44,74405.76,0.981333333
"Ginger",2011,"Whole Year","Kerala",6907.59,3035.1,1157159.477,2279.5047,3.563571429
"Potato",2011,"Whole Year","Kerala",386,3035.1,64662.72,127.38,11.5
"Rice",2011,"Autumn","Kerala",68134.83,3035.1,11413946.72,22484.4939,2.301538462
"Rice",2011,"Summer","Kerala",47290.01,3035.1,7922022.475,15605.7033,2.7
"Rice",2011,"Winter","Kerala",92734.9,3035.1,15534950.45,30602.517,2.426428571
"Ginger",2011,"Kharif","Meghalaya",9461,4083.104545,1584906.72,3122.13,7.397142857
"Potato",2011,"Whole Year","Meghalaya",17717,4083.104545,2967951.84,5846.61,7.448571429
"Rice",2011,"Autumn","Meghalaya",32605,4083.104545,5461989.6,10759.65,1.511428571
"Rice",2011,"Rabi","Meghalaya",12836,4083.104545,2150286.72,4235.88,2.07
"Rice",2011,"Winter","Meghalaya",63434,4083.104545,10626463.68,20933.22,1.91
"Wheat",2011,"Rabi","Meghalaya",395,4083.104545,66170.4,130.35,1.34
"Ginger",2011,"Whole Year","Tamil Nadu",635,926.5,106375.2,209.55,11.01444444
"Potato",2011,"Whole Year","Tamil Nadu",4673,926.5,782820.96,1542.09,19.59125
"Rice",2011,"Kharif","Tamil Nadu",1903772,926.5,318919885.4,628244.76,4.226451613
"Ginger",2012,"Kharif","Andhra Pradesh",702,968.7,105861.6,217.62,6.5525
"Ginger",2012,"Rabi","Andhra Pradesh",1,968.7,150.8,0.31,8
"Potato",2012,"Kharif","Andhra Pradesh",267,968.7,40263.6,82.77,16.335
"Potato",2012,"Rabi","Andhra Pradesh",934,968.7,140847.2,289.54,17.176
"Rice",2012,"Kharif","Andhra Pradesh",2487000,968.7,375039600,770970,2.969545455
"Rice",2012,"Rabi","Andhra Pradesh",1141000,968.7,172062800,353710,3.243636364
"Wheat",2012,"Rabi","Andhra Pradesh",8000,968.7,1206400,2480,1.25
"Ginger",2012,"Whole Year","Assam",16718,2167.5,2521074.4,5182.58,7.902962963
"Potato",2012,"Whole Year","Assam",95436,2167.5,14391748.8,29585.16,7.105555556
"Rice",2012,"Autumn","Assam",238178,2167.5,35917242.4,73835.18,1.291481481
"Rice",2012,"Summer","Assam",389140,2167.5,58682312,120633.4,2.7724
"Rice",2012,"Winter","Assam",1857410,2167.5,280097428,575797.1,1.968888889
"Wheat",2012,"Rabi","Assam",33984,2167.5,5124787.2,10535.04,1.2508
"Ginger",2012,"Whole Year","Karnataka",16513,956.2,2490160.4,5119.03,31.67157895
"Potato",2012,"Kharif","Karnataka",27314,956.2,4118951.2,8467.34,7.302
"Potato",2012,"Rabi","Karnataka",6843,956.2,1031924.4,2121.33,16.72363636
"Potato",2012,"Summer","Karnataka",729,956.2,109933.2,225.99,21.82333333
"Rice",2012,"Kharif","Karnataka",1048427,956.2,158102791.6,325012.37,2.418333333
"Rice",2012,"Rabi","Karnataka",45326,956.2,6835160.8,14051.06,2.394615385
"Rice",2012,"Summer","Karnataka",185162,956.2,27922429.6,57400.22,2.747777778
"Wheat",2012,"Rabi","Karnataka",225274,956.2,33971319.2,69834.94,0.846428571
"Ginger",2012,"Whole Year","Kerala",4505,2187.6,679354,1396.55,3.365714286
"Potato",2012,"Whole Year","Kerala",975,2187.6,147030,302.25,18.905
"Rice",2012,"Autumn","Kerala",63232,2187.6,9535385.6,19601.92,2.41
"Rice",2012,"Summer","Kerala",47294,2187.6,7131935.2,14661.14,2.482142857
"Rice",2012,"Winter","Kerala",86751,2187.6,13082050.8,26892.81,2.355
"Wheat",2012,"Whole Year","Kerala",1,2187.6,150.8,0.31,0
"Ginger",2012,"Kharif","Meghalaya",9587,2945.3,1445719.6,2971.97,7.545714286
"Potato",2012,"Whole Year","Meghalaya",18139,2945.3,2735361.2,5623.09,7.585714286
"Rice",2012,"Autumn","Meghalaya",33000,2945.3,4976400,10230,2.232857143
"Rice",2012,"Rabi","Meghalaya",13267,2945.3,2000663.6,4112.77,2.13
"Rice",2012,"Winter","Meghalaya",63484,2945.3,9573387.2,19680.04,2.118571429
"Wheat",2012,"Rabi","Meghalaya",406,2945.3,61224.8,125.86,1.356666667
"Ginger",2013,"Kharif","Andhra Pradesh",358,1062.3,51727.42,96.66,5.35
"Potato",2013,"Kharif","Andhra Pradesh",385,1062.3,55628.65,103.95,16.03
"Potato",2013,"Rabi","Andhra Pradesh",1073,1062.3,155037.77,289.71,15.024
"Rice",2013,"Kharif","Andhra Pradesh",1705555,1062.3,246435642,460499.85,2.715384615
"Rice",2013,"Rabi","Andhra Pradesh",877885,1062.3,126845603.7,237028.95,3.408461538
"Wheat",2013,"Rabi","Andhra Pradesh",348,1062.3,50282.52,93.96,0.68
"Ginger",2013,"Whole Year","Assam",15683,1797.7,2266036.67,4234.41,7.903333333
"Potato",2013,"Whole Year","Assam",97956,1797.7,14153662.44,26448.12,7.258148148
"Rice",2013,"Autumn","Assam",223332,1797.7,32269240.68,60299.64,1.386296296
"Rice",2013,"Summer","Assam",399132,1797.7,57670582.68,107765.64,2.655925926
"Rice",2013,"Winter","Assam",1880737,1797.7,271747689.1,507798.99,1.982592593
"Wheat",2013,"Rabi","Assam",31294,1797.7,4521670.06,8449.38,1.232
"Rice",2013,"Kharif","Goa",28330,3642.6,4093401.7,7649.1,2.82
"Rice",2013,"Rabi","Goa",14490,3642.6,2093660.1,3912.3,3.205
"Ginger",2013,"Whole Year","Karnataka",18957,1235.6,2739096.93,5118.39,27.30210526
"Potato",2013,"Kharif","Karnataka",29813,1235.6,4307680.37,8049.51,7.544117647
"Potato",2013,"Rabi","Karnataka",7354,1235.6,1062579.46,1985.58,15.11727273
"Potato",2013,"Summer","Karnataka",582,1235.6,84093.18,157.14,14.03416667
"Rice",2013,"Kharif","Karnataka",1035111,1235.6,149563188.4,279479.97,2.792666667
"Rice",2013,"Rabi","Karnataka",40896,1235.6,5909063.04,11041.92,2.545833333
"Rice",2013,"Summer","Karnataka",264028,1235.6,38149405.72,71287.56,3.022962963
"Wheat",2013,"Rabi","Karnataka",209079,1235.6,30209824.71,56451.33,1.068571429
"Ginger",2013,"Whole Year","Kerala",4538,3255.4,655695.62,1225.26,3.392857143
"Potato",2013,"Whole Year","Kerala",759,3255.4,109667.91,204.93,19.56
"Rice",2013,"Autumn","Kerala",51922,3255.4,7502209.78,14018.94,2.416923077
"Rice",2013,"Summer","Kerala",46865,3255.4,6771523.85,12653.55,2.673571429
"Rice",2013,"Winter","Kerala",100824,3255.4,14568059.76,27222.48,2.506428571
"Ginger",2013,"Kharif","Meghalaya",9752,2448.4,1409066.48,2633.04,9.559090909
"Potato",2013,"Whole Year","Meghalaya",18449,2448.4,2665696.01,4981.23,7.969090909
"Rice",2013,"Autumn","Meghalaya",22569,2448.4,3260994.81,6093.63,2.448571429
"Rice",2013,"Rabi","Meghalaya",13444,2448.4,1942523.56,3629.88,2.396363636
"Rice",2013,"Winter","Meghalaya",46424,2448.4,6707803.76,12534.48,2.238571429
"Wheat",2013,"Rabi","Meghalaya",422,2448.4,60974.78,113.94,1.506
"Ginger",2013,"Whole Year","Tamil Nadu",304,740.9,43924.96,82.08,6.993333333
"Potato",2013,"Kharif","Tamil Nadu",3875,740.9,559898.75,1046.25,18.37333333
"Potato",2013,"Rabi","Tamil Nadu",2044,740.9,295337.56,551.88,24.145
"Rice",2013,"Kharif","Tamil Nadu",1725730,740.9,249350727.7,465947.1,4.491935484
"Ginger",2014,"Kharif","Andhra Pradesh",391,687.6,59025.36,129.03,3.0625
"Ginger",2014,"Rabi","Andhra Pradesh",36,687.6,5434.56,11.88,2.86
"Potato",2014,"Kharif","Andhra Pradesh",351,687.6,52986.96,115.83,17.6225
"Potato",2014,"Rabi","Andhra Pradesh",1034,687.6,156092.64,341.22,17.564
"Rice",2014,"Kharif","Andhra Pradesh",1634921,687.6,246807674.2,539523.93,3.184615385
"Rice",2014,"Rabi","Andhra Pradesh",759034,687.6,114583772.6,250481.22,3.541538462
"Wheat",2014,"Rabi","Andhra Pradesh",320,687.6,48307.2,105.6,1.02
"Ginger",2014,"Whole Year","Assam",16525,1899,2494614,5453.25,8.160740741
"Potato",2014,"Whole Year","Assam",104521,1899,15778490.16,34491.93,7.653703704
"Rice",2014,"Autumn","Assam",196188,1899,29616540.48,64742.04,1.531481481
"Rice",2014,"Summer","Assam",416353,1899,62852648.88,137396.49,2.613076923
"Rice",2014,"Winter","Assam",1882756,1899,284220845.8,621309.48,1.977777778
"Wheat",2014,"Rabi","Assam",23646,1899,3569600.16,7803.18,1.199615385
"Rice",2014,"Kharif","Goa",27840,3491.2,4202726.4,9187.2,2.925
"Rice",2014,"Rabi","Goa",14130,3491.2,2133064.8,4662.9,2.775
"Ginger",2014,"Whole Year","Karnataka",30787,1238.5,4647605.52,10159.71,28.71863636
"Potato",2014,"Kharif","Karnataka",33572,1238.5,5068029.12,11078.76,6.655555556
"Potato",2014,"Rabi","Karnataka",7334,1238.5,1107140.64,2420.22,15.352
"Potato",2014,"Summer","Karnataka",562,1238.5,84839.52,185.46,13.72166667
"Rice",2014,"Kharif","Karnataka",1000025,1238.5,150963774,330008.25,2.812333333
"Rice",2014,"Rabi","Karnataka",48096,1238.5,7260572.16,15871.68,2.493846154
"Rice",2014,"Summer","Karnataka",278414,1238.5,42029377.44,91876.62,2.852
"Wheat",2014,"Rabi","Karnataka",197615,1238.5,29831960.4,65212.95,1.289285714
"Ginger",2014,"Whole Year","Kerala",4800,3046.4,724608,1584,3.689285714
"Potato",2014,"Whole Year","Kerala",852,3046.4,128617.92,281.16,18.56
"Rice",2014,"Autumn","Kerala",63981,3046.4,9658571.76,21113.73,2.215384615
"Rice",2014,"Summer","Kerala",45188,3046.4,6821580.48,14912.04,2.801428571
"Rice",2014,"Winter","Kerala",88990,3046.4,13433930.4,29366.7,2.500714286
"Wheat",2014,"Whole Year","Kerala",1,3046.4,150.96,0.33,3
"Ginger",2014,"Kharif","Meghalaya",9777,3484.4,1475935.92,3226.41,9.29
"Potato",2014,"Summer","Meghalaya",12435,3484.4,1877187.6,4103.55,8.149090909
"Potato",2014,"Winter","Meghalaya",6038,3484.4,911496.48,1992.54,6.598181818
"Rice",2014,"Autumn","Meghalaya",33102,3484.4,4997077.92,10923.66,2.507272727
"Rice",2014,"Rabi","Meghalaya",13620,3484.4,2056075.2,4494.6,2.505454545
